Cycle,PID,Star,J-magnitude,Planet,Stellar Radius (Solar Radii),Stellar Mass (Solar Mass),Stellar Teff (K),Distance (pc),Planet Mass (Earth masses),Planet Radius (Earth radii),Planet Teq (K),Planet Period (days),Planet semi-major axis (AU),Observation,Instrument/Mode,Filter,Science Mode,Sub-science theme,Seconds on target,Target multiplier*
1,2372,K2-18,9.763,K2-18 b,0.44,0.5,3457,38.0266,8.92,2.37,284,32.939623,0.1429,7,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,32075.51,1
1,2372,K2-18,9.763,K2-18 b,0.44,0.5,3457,38.0266,8.92,2.37,284,32.939623,0.1429,4,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,32075.51,1
1,2372,K2-18,9.763,K2-18 b,0.44,0.5,3457,38.0266,8.92,2.37,284,32.939623,0.1429,2,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,32075.51,1
1,2372,K2-18,9.763,K2-18 b,0.44,0.5,3457,38.0266,8.92,2.37,284,32.939623,0.1429,5,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,32075.51,1
1,2372,K2-18,9.763,K2-18 b,0.44,0.5,3457,38.0266,8.92,2.37,284,32.939623,0.1429,6,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,32075.51,1
1,2420,TRAPPIST-1,11.354,TRAPPIST-1 c,0.12,0.09,2566,12.4298888,1.308,1.097,339.7,2.421937,0.0158,1,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,16369.96,1
1,2420,TRAPPIST-1,11.354,TRAPPIST-1 c,0.12,0.09,2566,12.4298888,1.308,1.097,339.7,2.421937,0.0158,3,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,16369.63,1
1,2420,TRAPPIST-1,11.354,TRAPPIST-1 c,0.12,0.09,2566,12.4298888,1.308,1.097,339.7,2.421937,0.0158,4,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,16369.63,1
1,2420,TRAPPIST-1,11.354,TRAPPIST-1 c,0.12,0.09,2566,12.4298888,1.308,1.097,339.7,2.421937,0.0158,5,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,16369.55,1
1,2420,TRAPPIST-1,11.354,TRAPPIST-1 b,0.12,0.09,2566,12.4298888,1.374,1.116,397.6,1.510826,0.01154,5,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,16369.55,0
1,2437,WASP-127,9.092,WASP-127 b,1.33,0.95,5620,159.507,52.35,14.69,1400,4.17806203,0.0484,1,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,37318.02,1
1,2454,Kepler-51,13.562,Kepler-51 b,0.94,1.04,6018,783.831,2.1,7.1,543,45.154,0.2514,1,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,43417.51,1
1,2498,HIP 67522,8.587,HIP 67522 b,1.38,1.22,5675,127.28,13.8,9.99,1175,6.9594731,0.0748,1,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,24436.42,1
1,2512,TOI-836,7.58,TOI-836 b,0.67,0.68,4552,27.5024,4.53,1.704,871,3.81673,0.0422,9,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,19082.18,1
1,2512,TOI-836,7.58,TOI-836 b,0.67,0.68,4552,27.5024,4.53,1.704,871,3.81673,0.0422,9,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,19082.18,1
1,2512,TOI-836,7.58,TOI-836 c,0.67,0.68,4552,27.5024,9.6,2.587,665,8.59545,0.075,8,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,24510.38,1
1,2512,TOI-776,8.483,TOI-776 b,0.55,0.54,3725,27.1701,5,1.798,520,8.24662,0.0653,5,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,23793.55,1
1,2512,TOI-776,8.483,TOI-776 b,0.55,0.54,3725,27.1701,5,1.798,520,8.24662,0.0653,6,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,23793.55,1
1,2512,TOI-776,8.483,TOI-776 c,0.55,0.54,3725,27.1701,6.9,2.047,420,15.665323,0.1001,3,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,26311.84,1
1,2512,TOI-776,8.483,TOI-776 c,0.55,0.54,3725,27.1701,6.9,2.047,420,15.665323,0.1001,4,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,26311.84,1
1,2512,TOI-260,7.376,TOI-260 b,0.55,0.55,4026,20.1852,4.23,1.71,493,13.475853,0.0943,1,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,20747.65,1
1,2512,TOI-260,7.376,TOI-260 b,0.55,0.55,4026,20.1852,4.23,1.71,493,13.475853,0.0943,1,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,20747.65,1
1,2512,GJ 357,7.337,GJ 357 b,0.34,0.34,3505,9.44181,1.84,1.217,525,3.93072,0.035,7,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,15968.94,1
1,2512,L 168-9,7.941,L 168-9 b,0.6,0.59,3842,25.1496,4.07,1.63,998,1.40152604,0.0208,13,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,15217.88,1
1,2512,L 168-9,7.941,L 168-9 b,0.6,0.59,3842,25.1496,4.07,1.63,998,1.40152604,0.0208,11,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,15217.88,1
1,2512,L 168-9,7.941,L 168-9 b,0.6,0.59,3842,25.1496,4.07,1.63,998,1.40152604,0.0208,12,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,15217.88,1
1,2512,LTT 1445 A,7.294,LTT 1445 A b,0.27,0.26,3340,6.86929,2.73,1.34,431,5.3587635,0.0381,921,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,16212.05,1
1,2512,L 98-59,7.933,L 98-59 c,0.3,0.27,3415,10.6194,2.22,1.385,553,3.6906777,0.0304,16,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,15000.42,1
1,2512,L 98-59,7.933,L 98-59 c,0.3,0.27,3415,10.6194,2.22,1.385,553,3.6906777,0.0304,15,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,15000.42,1
1,2512,HD 15337,7.553,HD 15337 b,0.86,0.9,5125,44.8155,7.51,1.64,1001,4.75615,0.0522,17,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,24917.64,1
1,2512,HD 15337,7.553,HD 15337 c,0.86,0.9,5125,44.8155,8.11,2.39,642,17.1784,0.1268,18,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,21084.85,1
1,2512,HD 15337,7.553,HD 15337 c,0.86,0.9,5125,44.8155,8.11,2.39,642,17.1784,0.1268,19,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,21084.85,1
1,2571,Kepler-51,13.562,Kepler-51 d,0.94,1.04,6018,783.831,7.6,9.7,381,130.194,0.509,1,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,53532.85,1
1,2589,TRAPPIST-1,11.354,TRAPPIST-1 b,0.12,0.09,2566,12.4298888,1.374,1.116,397.6,1.510826,0.01154,1,NIRISS/SOSS,CLEAR,Transmission Spectroscopy,Spectroscopic,15974.19,1
1,2589,TRAPPIST-1,11.354,TRAPPIST-1 b,0.12,0.09,2566,12.4298888,1.374,1.116,397.6,1.510826,0.01154,2,NIRISS/SOSS,CLEAR,Transmission Spectroscopy,Spectroscopic,15974.19,1
1,2589,TRAPPIST-1,11.354,TRAPPIST-1 c,0.12,0.09,2566,12.4298888,1.308,1.097,339.7,2.421937,0.0158,3,NIRISS/SOSS,CLEAR,Transmission Spectroscopy,Spectroscopic,16600.63,1
1,2589,TRAPPIST-1,11.354,TRAPPIST-1 c,0.12,0.09,2566,12.4298888,1.308,1.097,339.7,2.421937,0.0158,4,NIRISS/SOSS,CLEAR,Transmission Spectroscopy,Spectroscopic,16600.63,1
1,2589,TRAPPIST-1,11.354,TRAPPIST-1 g,0.12,0.09,2566,12.4298888,1.321,1.129,197.3,12.352446,0.04683,6,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,17827.22,1
1,2589,TRAPPIST-1,11.354,TRAPPIST-1 g,0.12,0.09,2566,12.4298888,1.321,1.129,197.3,12.352446,0.04683,7,NIRSpec/PRISM,CLEAR,Transmission Spectroscopy,Spectroscopic,17827.22,1
1,2594,HATS-72,10.424,HATS-72 b,0.72,0.73,4656.1,127.589,39.86,8.097,739.3,7.3279474,0.066517,1,NIRSpec/G395M,F290LP,Transmission Spectroscopy,Spectroscopic,22923.73,1
1,2594,HATS-72,10.424,HATS-72 b,0.72,0.73,4656.1,127.589,39.86,8.097,739.3,7.3279474,0.066517,2,NIRISS/SOSS,CLEAR,Transmission Spectroscopy,Spectroscopic,21741.96,1
1,2667,HD 209458,6.591,HD 209458 b,1.18,1.13,6091,48.3016,217,15.23,1448,3.52474859,0.04707,51,MIRI/LRS,,Transmission Spectroscopy,Spectroscopic,25689.25,1
1,2722,K2-18,9.763,K2-18 b,0.44,0.5,3457,38.0266,8.92,2.37,284,32.939623,0.1429,1,NIRSpec/G395H,F290LP,Transmission Spectroscopy,Spectroscopic,19088.03,1
1,2722,K2-18,9.763,K2-18 b,0.44,0.5,3457,38.0266,8.92,2.37,284,32.939623,0.1429,2,MIRI/LRS,,Transmission Spectroscopy,Spectroscopic,21067.87,1
1,2722,K2-18,9.763,K2-18 b,0.44,0.5,3457,38.0266,8.92,2.37,284,32.939623,0.1429,3,NIRISS/SOSS,CLEAR,Transmission Spectroscopy,Spectroscopic,17813.83,1
